rms_err,energy,J_cost,N_tx,N_tx_attempt,tx_rate,tx_attempt_rate,bits_used,avg_qerr,failed,delta
12463.997524925084,7823.411519221973,3099298582165.033,1714,2000,0.857,1.0,192000,39251234.14737762,1,0.02053525026457146
12413.508693708007,7858.271467943002,3074191524136.0645,1753,2000,0.8765,1.0,192000,39813175.86973389,1,0.02053525026457146
12546.905697233105,7858.755014050292,3140648662294.644,1767,2000,0.8835,1.0,192000,39473834.879108146,1,0.02053525026457146
12566.699953069177,7819.046884801846,3150586309744.278,1770,2000,0.885,1.0,192000,40667184.86395287,1,0.02053525026457146
12583.729972835632,7865.160351918326,3159119157820.482,1741,2000,0.8705,1.0,192000,38515801.247572444,1,0.02053525026457146
12564.903218213753,7828.249200945613,3149703227509.5728,1788,2000,0.894,1.0,192000,39056283.74561369,1,0.02053525026457146
12516.267624844859,7889.675471035324,3125313570648.7437,1687,2000,0.8435,1.0,192000,39455544.25496591,1,0.02053525026457146
12477.07454902284,7881.358641945496,3105806984136.0054,1723,2000,0.8615,1.0,192000,41145080.16050446,1,0.02053525026457146
12522.288465572492,7835.642761617601,3128321575666.37,1752,2000,0.876,1.0,192000,40661852.98957881,1,0.02053525026457146
12503.549448720612,7861.9733977050955,3118993165778.7827,1751,2000,0.8755,1.0,192000,39768029.484195225,1,0.02053525026457146
12572.580182579844,7870.98036152189,3153505403632.7393,1737,2000,0.8685,1.0,192000,37835570.821749,1,0.02053525026457146
12590.992839892451,7850.30657091009,3162745555254.727,1727,2000,0.8635,1.0,192000,38677717.3044809,1,0.02053525026457146
12578.075602089835,7867.531826232539,3156321958766.219,1737,2000,0.8685,1.0,192000,40215020.011030875,1,0.02053525026457146
12555.692695125117,7831.410973023203,3145099313241.6543,1769,2000,0.8845,1.0,192000,38762687.8989264,1,0.02053525026457146
12541.785037205736,7862.565347210402,3138083579539.938,1727,2000,0.8635,1.0,192000,40856333.53175441,1,0.02053525026457146
12531.547206226716,7862.519688658655,3132994092432.3477,1738,2000,0.869,1.0,192000,40645636.1301173,1,0.02053525026457146
12579.015234527333,7865.45410926775,3156774102157.313,1808,2000,0.904,1.0,192000,39234047.69270021,1,0.02053525026457146
12541.883598248278,7799.959315201088,3138154687312.532,1788,2000,0.894,1.0,192000,39936511.821705565,1,0.02053525026457146
12404.435788277198,7862.856988153915,3069692821402.264,1691,2000,0.8455,1.0,192000,36858008.12558071,1,0.02053525026457146
12555.819147087772,7866.219429381077,3145100526461.8765,1785,2000,0.8925,1.0,192000,39508275.97123181,1,0.02053525026457146
12539.60584871676,7855.4649396042405,3137019416688.477,1748,2000,0.874,1.0,192000,40857393.69845967,1,0.02053525026457146
12562.6943353326,7845.977284243595,3148620922321.97,1757,2000,0.8785,1.0,192000,38194416.07187928,1,0.02053525026457146
12422.688221683704,7814.15772571556,3078784705133.544,1760,2000,0.88,1.0,192000,37325022.00014829,1,0.02053525026457146
12569.815718543921,7829.129496064385,3152129005980.3423,1745,2000,0.8725,1.0,192000,39805623.71202334,1,0.02053525026457146
12393.117075096405,7861.605632711216,3064103464915.629,1761,2000,0.8805,1.0,192000,38715258.70642727,1,0.02053525026457146
12466.951258266125,7879.852052263238,3100747691880.3994,1732,2000,0.866,1.0,192000,39442304.60877723,1,0.02053525026457146
12562.48141141036,7831.204449118477,3148441854922.1875,1758,2000,0.879,1.0,192000,37779971.873493865,1,0.042169650342858224
12552.93906877957,7856.657507400387,3143700991589.1826,1750,2000,0.875,1.0,192000,38063854.081989184,1,0.042169650342858224
12382.881066888776,7862.249982904923,3059032949571.4585,1764,2000,0.882,1.0,192000,40336196.11171599,1,0.042169650342858224
12538.733476572428,7860.027168750169,3136581514404.549,1681,2000,0.8405,1.0,192000,40017582.050433524,1,0.042169650342858224
12463.997524925084,7823.411519221973,3099298582165.033,1714,2000,0.857,1.0,192000,39251234.14737762,1,0.042169650342858224
12413.508693708007,7858.271467943002,3074191524136.0645,1753,2000,0.8765,1.0,192000,39813175.86973389,1,0.042169650342858224
12546.905697233105,7858.755014050292,3140648662294.644,1767,2000,0.8835,1.0,192000,39473834.879108146,1,0.042169650342858224
12566.699953069177,7819.046884801846,3150586309744.278,1770,2000,0.885,1.0,192000,40667184.86395287,1,0.042169650342858224
12583.729972835632,7865.160351918326,3159119157820.482,1741,2000,0.8705,1.0,192000,38515801.247572444,1,0.042169650342858224
12564.903218213753,7828.249200945613,3149703227509.5728,1788,2000,0.894,1.0,192000,39056283.74561369,1,0.042169650342858224
12516.267624844859,7889.675471035324,3125313570648.7437,1687,2000,0.8435,1.0,192000,39455544.25496591,1,0.042169650342858224
12477.07454902284,7881.358641945496,3105806984136.0054,1723,2000,0.8615,1.0,192000,41145080.16050446,1,0.042169650342858224
12522.288465572492,7835.642761617601,3128321575666.37,1752,2000,0.876,1.0,192000,40661852.98957881,1,0.042169650342858224
12503.549448720612,7861.9733977050955,3118993165778.7827,1751,2000,0.8755,1.0,192000,39768029.484195225,1,0.042169650342858224
12572.580182579844,7870.98036152189,3153505403632.7393,1737,2000,0.8685,1.0,192000,37835570.821749,1,0.042169650342858224
12590.992839892451,7850.30657091009,3162745555254.727,1727,2000,0.8635,1.0,192000,38677717.3044809,1,0.042169650342858224
12578.075602089835,7867.531826232539,3156321958766.219,1737,2000,0.8685,1.0,192000,40215020.011030875,1,0.042169650342858224
12555.692695125117,7831.410973023203,3145099313241.6543,1769,2000,0.8845,1.0,192000,38762687.8989264,1,0.042169650342858224
12541.785037205736,7862.565347210402,3138083579539.938,1727,2000,0.8635,1.0,192000,40856333.53175441,1,0.042169650342858224
12531.547206226716,7862.519688658655,3132994092432.3477,1738,2000,0.869,1.0,192000,40645636.1301173,1,0.042169650342858224
12579.015234527333,7865.45410926775,3156774102157.313,1808,2000,0.904,1.0,192000,39234047.69270021,1,0.042169650342858224
12541.883598248278,7799.959315201088,3138154687312.532,1788,2000,0.894,1.0,192000,39936511.821705565,1,0.042169650342858224
12404.435788277198,7862.856988153915,3069692821402.264,1691,2000,0.8455,1.0,192000,36858008.12558071,1,0.042169650342858224
12555.819147087772,7866.219429381077,3145100526461.8765,1785,2000,0.8925,1.0,192000,39508275.97123181,1,0.042169650342858224
12539.60584871676,7855.4649396042405,3137019416688.477,1748,2000,0.874,1.0,192000,40857393.69845967,1,0.042169650342858224
12562.6943353326,7845.977284243595,3148620922321.97,1757,2000,0.8785,1.0,192000,38194416.07187928,1,0.042169650342858224
12422.688221683704,7814.15772571556,3078784705133.544,1760,2000,0.88,1.0,192000,37325022.00014829,1,0.042169650342858224
12569.815718543921,7829.129496064385,3152129005980.3423,1745,2000,0.8725,1.0,192000,39805623.71202334,1,0.042169650342858224
12393.117075096405,7861.605632711216,3064103464915.629,1761,2000,0.8805,1.0,192000,38715258.70642727,1,0.042169650342858224
12466.951258266125,7879.852052263238,3100747691880.3994,1732,2000,0.866,1.0,192000,39442304.60877723,1,0.042169650342858224
12562.48141141036,7831.204449118477,3148441854922.1875,1758,2000,0.879,1.0,192000,37779971.873493865,1,0.08659643233600653
12552.93906877957,7856.657507400387,3143700991589.1826,1750,2000,0.875,1.0,192000,38063854.081989184,1,0.08659643233600653
12382.881066888776,7862.249982904923,3059032949571.4585,1764,2000,0.882,1.0,192000,40336196.11171599,1,0.08659643233600653
12538.733476572428,7860.027168750169,3136581514404.549,1681,2000,0.8405,1.0,192000,40017582.050433524,1,0.08659643233600653
12463.997524925084,7823.411519221973,3099298582165.033,1714,2000,0.857,1.0,192000,39251234.14737762,1,0.08659643233600653
12413.508693708007,7858.271467943002,3074191524136.0645,1753,2000,0.8765,1.0,192000,39813175.86973389,1,0.08659643233600653
12545.700438473577,7900.961718595532,3140045135161.3335,1784,1998,0.892,0.999,191808,39090177.884816565,1,0.08659643233600653
12566.699953069177,7819.046884801846,3150586309744.278,1770,2000,0.885,1.0,192000,40667184.86395287,1,0.08659643233600653
12583.729972835632,7865.160351918326,3159119157820.482,1741,2000,0.8705,1.0,192000,38515801.247572444,1,0.08659643233600653
12564.903218213753,7828.249200945613,3149703227509.5728,1788,2000,0.894,1.0,192000,39056283.74561369,1,0.08659643233600653
12516.267624844859,7889.675471035324,3125313570648.7437,1687,2000,0.8435,1.0,192000,39455544.25496591,1,0.08659643233600653
12477.07454902284,7881.358641945496,3105806984136.0054,1723,2000,0.8615,1.0,192000,41145080.16050446,1,0.08659643233600653
12515.126788123278,7846.978547820427,3124742601113.526,1750,1999,0.875,0.9995,191904,40662114.936771676,1,0.08659643233600653
12503.549448720612,7861.9733977050955,3118993165778.7827,1751,2000,0.8755,1.0,192000,39768029.484195225,1,0.08659643233600653
12584.90168470915,7871.711715447547,3159691305588.4375,1726,1998,0.863,0.999,191808,38151644.11753448,1,0.08659643233600653
12590.992839892451,7850.30657091009,3162745555254.727,1727,2000,0.8635,1.0,192000,38677717.3044809,1,0.08659643233600653
12578.075602089835,7867.531826232539,3156321958766.219,1737,2000,0.8685,1.0,192000,40215020.011030875,1,0.08659643233600653
12555.692695125117,7831.410973023203,3145099313241.6543,1769,2000,0.8845,1.0,192000,38762687.8989264,1,0.08659643233600653
12541.785037205736,7862.565347210402,3138083579539.938,1727,2000,0.8635,1.0,192000,40856333.53175441,1,0.08659643233600653
12531.547206226716,7862.519688658655,3132994092432.3477,1738,2000,0.869,1.0,192000,40645636.1301173,1,0.08659643233600653
12580.254930982006,7891.419061387003,3157396527317.0293,1806,1999,0.903,0.9995,191904,39285227.312579356,1,0.08659643233600653
12541.883598248278,7799.959315201088,3138154687312.532,1788,2000,0.894,1.0,192000,39936511.821705565,1,0.08659643233600653
12404.435788277198,7862.856988153915,3069692821402.264,1691,2000,0.8455,1.0,192000,36858008.12558071,1,0.08659643233600653
12555.819147087772,7866.219429381077,3145100526461.8765,1785,2000,0.8925,1.0,192000,39508275.97123181,1,0.08659643233600653
12539.60584871676,7855.4649396042405,3137019416688.477,1748,2000,0.874,1.0,192000,40857393.69845967,1,0.08659643233600653
12562.6943353326,7845.977284243595,3148620922321.97,1757,2000,0.8785,1.0,192000,38194416.07187928,1,0.08659643233600653
12422.688221683704,7814.15772571556,3078784705133.544,1760,2000,0.88,1.0,192000,37325022.00014829,1,0.08659643233600653
12569.815718543921,7829.129496064385,3152129005980.3423,1745,2000,0.8725,1.0,192000,39805623.71202334,1,0.08659643233600653
12393.117075096405,7861.605632711216,3064103464915.629,1761,2000,0.8805,1.0,192000,38715258.70642727,1,0.08659643233600653
12478.73120023226,7856.559864133633,3106610376018.832,1737,1999,0.8685,0.9995,191904,39402792.74389521,1,0.08659643233600653
12468.283844085187,7863.168415782121,3101387059929.7256,1751,1996,0.8755,0.998,191616,37362579.37906402,1,0.1778279410038923
12546.298670882745,7862.164222491458,3140374909389.2437,1764,1998,0.882,0.999,191808,37721485.82206083,1,0.1778279410038923
12386.42311770311,7832.929587585908,3060783839311.2095,1749,1999,0.8745,0.9995,191904,40705351.80131389,1,0.1778279410038923
12538.733476572428,7860.027168750169,3136581514404.549,1681,2000,0.8405,1.0,192000,40017582.050433524,1,0.1778279410038923
12466.84357511224,7878.195421462282,3100715228692.184,1742,1996,0.871,0.998,191616,38735248.284836285,1,0.1778279410038923
12422.370048549328,7868.678751958285,3078584760603.7163,1731,1995,0.8655,0.9975,191520,40376685.88844337,1,0.1778279410038923
12559.98105066489,7864.372433618024,3147200563396.62,1769,1995,0.8845,0.9975,191520,39511408.58234824,1,0.1778279410038923
12536.95077864384,7819.000088852306,3135683960460.2744,1768,1999,0.884,0.9995,191904,40521559.16518407,1,0.1778279410038923
12581.574997104017,7868.694238633159,3158037211377.5767,1740,1997,0.87,0.9985,191712,38524736.39943461,1,0.1778279410038923
12560.67121830893,7847.306066487836,3147581316984.8994,1792,1991,0.896,0.9955,191136,38930059.43359627,1,0.1778279410038923
12514.645376266626,7912.616464128012,3124502397854.374,1686,1998,0.843,0.999,191808,39468570.56802521,1,0.1778279410038923
12487.561183560963,7892.0498893210415,3111031732392.4727,1729,1996,0.8645,0.998,191616,41070880.52978649,1,0.1778279410038923
12517.545530606412,7864.319314016964,3125950827421.3228,1748,1998,0.874,0.999,191808,40724267.61479672,1,0.1778279410038923
12522.723550116367,7840.207251165401,3128569783499.729,1758,1996,0.879,0.998,191616,39717716.48107733,1,0.1778279410038923
12583.951617815012,7858.631938565548,3159214588731.9023,1727,1998,0.8635,0.999,191808,38123885.10131143,1,0.1778279410038923
12592.263285134111,7856.777380778566,3163385524684.432,1720,1996,0.86,0.998,191616,38843079.09120774,1,0.1778279410038923
12584.239413490106,7876.920040012379,3159417221643.1816,1744,1999,0.872,0.9995,191904,40092530.986145034,1,0.1778279410038923
12560.956366038745,7844.33161992502,3147738824198.303,1763,1994,0.8815,0.997,191424,39024460.97850615,1,0.1778279410038923
12542.959934382807,7883.671259978561,3138671159144.5537,1734,1999,0.867,0.9995,191904,40699038.274616525,1,0.1778279410038923
12523.894208678845,7818.439758296825,3129166314384.236,1726,1998,0.863,0.999,191808,40865091.20579875,1,0.1778279410038923
12582.411323056866,7836.399695183638,3158479485366.115,1789,1997,0.8945,0.9985,191712,39672115.18118765,1,0.1778279410038923
12464.148745937237,7809.724974475364,3099364397487.099,1789,1998,0.8945,0.999,191808,39399855.92185568,1,0.1778279410038923
12398.257463296835,7847.832742164241,3066634765704.76,1694,1996,0.847,0.998,191616,36736008.86394383,1,0.1778279410038923
12492.330508335983,7841.038037725983,3113363022169.812,1770,1992,0.885,0.996,191232,39429822.4454448,1,0.1778279410038923
12479.055545080219,7839.208751992903,3106784654762.3477,1740,1997,0.87,0.9985,191712,40640600.508346744,1,0.1778279410038923
12539.008906609492,7848.218278391907,3136756156057.0986,1747,1995,0.8735,0.9975,191520,38235136.9562067,1,0.1778279410038923
12548.735928682152,7861.162276730246,3141600642750.3926,1744,1995,0.872,0.9975,191520,38452882.77287047,1,0.1778279410038923
12572.484519732825,7884.2839018427185,3153468187048.2344,1732,1997,0.866,0.9985,191712,40121375.632271186,1,0.1778279410038923
12393.03406272902,7844.427754417635,3064063939041.7827,1761,1995,0.8805,0.9975,191520,38703365.3702509,1,0.1778279410038923
12484.984530710426,7889.783784526008,3109728404631.0083,1739,1996,0.8695,0.998,191616,39396813.943409026,1,0.1778279410038923
12560.40811270039,7841.863821533754,3147401402494.1064,1713,1963,0.8565,0.9815,188448,38634320.33744354,1,0.3651741272548377
12574.482782723448,7838.866224693289,3154503036170.436,1710,1949,0.855,0.9745,187104,39194719.381482534,1,0.3651741272548377
12413.062666627127,7822.233801074011,3073968264648.3784,1697,1961,0.8485,0.9805,188256,42070184.792384095,1,0.3651741272548377
12501.979784512887,7856.702427103481,3118217269354.47,1657,1967,0.8285,0.9835,188832,40265454.45179381,1,0.3651741272548377
12520.461944705989,7813.098335557777,3127463457591.649,1680,1964,0.84,0.982,188544,40433515.22236926,1,0.3651741272548377
12436.191125530599,7847.311472463692,3085446300285.1274,1726,1952,0.863,0.976,187392,40619543.93329049,1,0.3651741272548377
12523.163868897638,7810.292197079116,3128774380658.6357,1734,1949,0.867,0.9745,187104,39969399.47826732,1,0.3651741272548377
12561.192109073534,7871.444944980516,3147828206173.919,1754,1958,0.877,0.979,187968,40920915.311100185,1,0.3651741272548377
12581.56655523774,7856.495067135451,3158024470920.3486,1720,1961,0.86,0.9805,188256,38986175.09193479,1,0.3651741272548377
12579.273919081075,7861.235314722524,3156910520369.757,1738,1943,0.869,0.9715,186528,40367266.15811668,1,0.3651741272548377
12498.659339305748,7865.131188969077,3116525114504.6436,1647,1963,0.8235,0.9815,188448,40557213.428040914,1,0.3651741272548377
12500.770036129219,7838.09806418693,3117620059248.4395,1708,1957,0.854,0.9785,187872,41824154.1617257,1,0.3651741272548377
12504.354822303883,7844.430217799776,3119365549842.5283,1704,1960,0.852,0.98,188160,41827168.96199528,1,0.3651741272548377
12527.660670204119,7820.397820544039,3131036056802.4736,1706,1952,0.853,0.976,187392,40878900.310558334,1,0.3651741272548377
12397.969648758615,7862.83015236135,3066490577846.633,1677,1960,0.8385,0.98,188160,38110756.17886422,1,0.3651741272548377
12588.196687236092,7827.398410298452,3161341676348.7847,1709,1961,0.8545,0.9805,188256,39076738.25475449,1,0.3651741272548377
12577.740473123513,7849.460559619294,3156157736120.191,1724,1963,0.862,0.9815,188448,40446000.30937264,1,0.3651741272548377
12514.943794895007,7822.349489371965,3124712189522.1445,1743,1961,0.8715,0.9805,188256,39335407.28511815,1,0.3651741272548377
12528.861848435992,7873.507616772164,3131623509564.41,1699,1956,0.8495,0.978,187776,41348001.77358825,1,0.3651741272548377
12516.087950544563,7821.211645321744,3125258257326.3076,1716,1953,0.858,0.9765,187488,40956241.08756302,1,0.3651741272548377
12550.526591349411,7798.320625056125,3142486818602.001,1745,1949,0.8725,0.9745,187104,40343949.76168313,1,0.3651741272548377
12447.25177038105,7815.93459516279,3090962176850.8315,1764,1954,0.882,0.977,187584,39896613.37006237,1,0.3651741272548377
12413.2332000709,7818.74144966616,3074050628157.128,1644,1949,0.822,0.9745,187104,38138067.96924257,1,0.3651741272548377
12572.03855508581,7846.3486042384775,3153233211967.592,1757,1953,0.8785,0.9765,187488,40157507.28807339,1,0.3651741272548377
12475.016079045683,7869.936616609148,3104785200087.673,1715,1962,0.8575,0.981,188352,41142274.36741345,1,0.3651741272548377
12552.40747734418,7788.311628266048,3143468884420.5215,1720,1960,0.86,0.98,188160,39294043.17150548,1,0.3651741272548377
12552.610615417361,7835.097790087709,3143548401953.1377,1722,1969,0.861,0.9845,189024,38902229.70265719,1,0.3651741272548377
12547.857624678243,7851.0375030868745,3141125051443.2065,1694,1959,0.847,0.9795,188064,40739872.215702675,1,0.3651741272548377
12540.696274004848,7894.8223164778165,3137538064963.042,1742,1966,0.871,0.983,188736,40007254.37573737,1,0.3651741272548377
12533.897353443146,7795.545099977329,3134149553512.5093,1695,1958,0.8475,0.979,187968,40646404.192567006,1,0.3651741272548377
12517.940015195963,7527.728784361168,3126171209994.216,1551,1774,0.7755,0.887,170304,42950543.727467135,1,0.7498942093324559
12484.41339847876,7511.919737495027,3109420428644.918,1572,1787,0.786,0.8935,171552,41562119.85238165,1,0.7498942093324559
12060.415275945554,7134.984598591248,2901722470024.6953,1539,1718,0.7695,0.859,164928,44399523.61619354,1,0.7498942093324559
12232.285391748028,7538.603026872563,2985102011981.0225,1508,1784,0.754,0.892,171264,41867686.46442321,1,0.7498942093324559
12508.419645995324,7431.729606832858,3121410806860.437,1537,1769,0.7685,0.8845,169824,44572542.364459716,1,0.7498942093324559
8443.812926644072,6242.984598591282,1421990210502.35,1357,1495,0.6785,0.7475,143520,23814940.71222175,1,0.7498942093324559
12454.00878089275,7445.785890331739,3094278037372.5825,1567,1766,0.7835,0.883,169536,43570253.46695754,1,0.7498942093324559
12115.725169772515,7154.984598591256,2928469847093.2744,1529,1723,0.7645,0.8615,165408,43317128.542088866,1,0.7498942093324559
9550.493833247478,6538.984598591265,1819336482800.37,1360,1569,0.68,0.7845,150624,28314707.904280454,1,0.7498942093324559
12248.591509680298,7346.437567652559,2993060608381.979,1571,1749,0.7855,0.8745,167904,42403924.5205016,1,0.7498942093324559
8066.655580896397,6138.984598591271,1297757062557.1917,1257,1471,0.6285,0.7355,141216,23188344.507005937,1,0.7498942093324559
12458.846510036266,7626.294128325716,3096752852154.533,1569,1783,0.7845,0.8915,171168,45123270.21164497,1,0.7498942093324559
7094.997058318652,5848.589065982704,1003843696489.1362,1231,1398,0.6155,0.699,134208,19006039.853159312,1,0.7498942093324559
9253.604190795293,6462.984598591277,1707942332166.6362,1353,1552,0.6765,0.776,148992,28200720.74598977,1,0.7498942093324559
12380.51022148675,7348.150675229597,3057877469043.112,1496,1753,0.748,0.8765,168288,42325315.8587778,1,0.7498942093324559
9070.692593287878,6408.589065982695,1641049503436.5757,1326,1538,0.663,0.769,147648,25498167.731506564,1,0.7498942093324559
12068.213501987619,7403.9063738065925,2905499940704.445,1521,1751,0.7605,0.8755,168096,42054006.66479173,1,0.7498942093324559
12518.389718764665,7548.26602039784,3126396035970.036,1600,1794,0.8,0.897,172224,42671722.29738151,1,0.7498942093324559
12420.083825739417,7586.376296074652,3077478205199.575,1532,1784,0.766,0.892,171264,44893827.85167358,1,0.7498942093324559
12379.023732644813,7244.399919365274,3057142222516.4346,1499,1741,0.7495,0.8705,167136,45439861.17607664,1,0.7498942093324559
12303.949733493126,7374.084794674866,3020139545907.339,1579,1753,0.7895,0.8765,168288,42788628.97025576,1,0.7498942093324559
12393.460659492925,7401.482876840921,3064318585745.072,1596,1757,0.798,0.8785,168672,43444250.85081976,1,0.7498942093324559
12028.51866304488,7362.601082206025,2886393293745.733,1478,1740,0.739,0.87,167040,41111640.889056414,1,0.7498942093324559
12464.74183481515,7270.572560373394,3099639660252.0,1568,1746,0.784,0.873,167616,44043328.80478064,1,0.7498942093324559
10002.309138353197,6650.984598591279,1995603229108.52,1398,1597,0.699,0.7985,153312,32079373.082956593,1,0.7498942093324559
12529.440983721739,7544.273062275079,3131933809188.8735,1562,1785,0.781,0.8925,171360,43371266.806024626,1,0.7498942093324559
12270.455132588539,7518.0966078748115,3003800326735.269,1565,1775,0.7825,0.8875,170400,41640969.53338729,1,0.7498942093324559
12510.79233674265,7427.7133785338665,3122637430624.8467,1534,1761,0.767,0.8805,169056,44192097.83485041,1,0.7498942093324559
12538.219218352195,7652.40281967599,3136283986112.444,1586,1793,0.793,0.8965,172128,45315583.71543776,1,0.7498942093324559
12340.34381382514,7530.170382275628,3038068277421.646,1533,1777,0.7665,0.8885,170592,43724140.96318276,1,0.7498942093324559
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
