k,delta,tilde_norm,x_norm,tx
408,0.1,270.64695703062574,322.3138558893322,1
409,0.1,273.9307168962479,325.60089577384935,1
410,0.1,273.9106790946412,328.90788848372245,1
411,0.1,280.55808837036045,332.2348348435754,1
412,0.1,283.9017045251942,335.58173566060896,1
413,0.1,287.2656616697349,338.9485917160982,1
414,0.1,290.6494573326272,342.33539423663126,1
415,0.1,294.05281371728734,345.74215556900657,1
416,0.1,297.47644239923596,349.16887602809834,1
417,0.1,300.92045830804216,352.61555465414267,1
418,0.1,300.9035189432912,356.08219147741556,1
419,0.1,307.8676846115183,359.5687879574045,1
420,0.1,311.3712659591259,363.0753369928099,1
421,0.1,314.8953979145981,366.60184247246764,1
422,0.1,318.4387702466326,370.1483047057497,1
423,0.1,322.0022716699075,373.7147246372018,1
424,0.1,325.5861713417528,377.301110939108,1
425,0.1,329.189598069467,380.9074600658252,1
426,0.1,329.21501474648244,384.5337737016985,1
427,0.1,336.45685949260275,388.18005191690867,1
428,0.1,340.12049080573973,391.8462877213583,1
429,0.1,343.80461777761326,395.53248515191007,1
430,0.1,343.7531848491443,399.2386462596662,1
431,0.1,351.2315499966025,402.9647635619522,1
432,0.1,354.975192906085,406.7108458665556,1
433,0.1,358.73866188855175,410.47689715515685,1
434,0.1,362.52228085562757,414.26290982545254,1
435,0.1,366.32596921326524,418.06888755943726,1
436,0.1,370.1496183792934,421.8948375395686,1
437,0.1,373.9933090123076,425.7407506294182,1
438,0.1,377.85683444897603,429.6066320342722,1
439,0.1,381.74065403311624,433.49247865618804,1
440,0.1,385.6440651096219,437.3982947153006,1
441,0.1,389.5676388105556,441.3240835064001,1
442,0.1,393.51115741468,445.269844125826,1
443,0.1,393.5235852213826,449.23557169051577,1
444,0.1,401.4584980463926,453.22126323491915,1
445,0.1,401.43247846243344,457.2269319115299,1
446,0.1,409.4857564612487,461.25257448628616,1
447,0.1,409.4997510451633,465.29816426295423,1
448,0.1,409.5137459495308,469.3636884036706,1
449,0.1,409.5277411743183,473.4490941275209,1
450,0.1,425.77950983036493,477.55410977984,1
451,0.1,425.794641300241,481.67920369951304,1
452,0.1,434.0458461257387,485.82426564505164,1
453,0.1,438.20897639769896,489.98930647322055,1
454,0.1,442.3924877080674,494.17432414587535,1
455,0.1,446.5952888202297,498.37931474208716,1
456,0.1,450.8184763717563,502.604283931949,1
457,0.1,450.8359450614865,506.84923102301974,1
458,0.1,459.32479389321935,511.1141563606126,1
459,0.1,459.3430476469448,515.399056095351,1
460,0.1,459.36130230707363,519.7039273694354,1
461,0.1,472.2344906906297,524.0287595471458,1
462,0.1,476.57734995163577,528.3735718835159,1
463,0.1,480.94045369569403,532.7383653142504,1
464,0.1,485.32362275614315,537.1231349778066,1
465,0.1,489.72681331230405,541.5278821099394,1
466,0.1,494.14984321991045,545.9526066970836,1
467,0.1,494.1711940059678,550.3973135453707,1
468,0.1,503.05605742258615,554.8620017112769,1
469,0.1,503.03897630707564,559.3466714578876,1
470,0.1,512.0423326353904,563.8513230636382,1
471,0.1,516.5653979855897,568.3759532677652,1
472,0.1,521.1085321374999,572.920563015528,1
473,0.1,525.6715909516907,577.4851525573941,1
474,0.1,530.2547456207736,582.0697256477987,1
475,0.1,534.8579071960222,586.6742784851881,1
476,0.1,539.4809942432058,591.2988153222733,1
477,0.1,544.1240417676886,595.9433325832993,1
478,0.1,548.7872007324223,600.6078310492423,1
479,0.1,553.4702852503418,605.2923110346782,1
480,0.1,558.1733571680013,609.9967722091087,1
481,0.1,562.8963900550763,614.7212190994463,1
482,0.1,567.6396507542889,619.4656507946697,1
483,0.1,572.402575471187,624.2300673887928,1
484,0.1,577.185766910316,629.0144693661955,1
485,0.1,577.2141573089755,633.8188538600635,1
486,0.1,586.8118454684278,638.6432184967896,1
487,0.1,591.6550421461361,643.4875699290055,1
488,0.1,596.5180119228221,648.3519039218188,1
489,0.1,601.4012934464524,653.2362252074189,1
490,0.1,606.3041732745513,658.1405329414367,1
491,0.1,611.2272982631882,663.0648273076744,1
492,0.1,611.2388164254526,668.009105771241,1
493,0.1,621.1334587381995,672.9733660147458,1
494,0.1,626.116498299454,677.9576116064509,1
495,0.1,631.1195746388559,682.9618416002434,1
496,0.1,636.1427114439684,687.9860569094509,1
497,0.1,641.1859012514831,693.0302577385949,1
498,0.1,646.2491990891616,698.0944473241356,1
499,0.1,651.3324733085077,703.1786248150694,1
500,0.1,656.4358472382885,708.2827877279157,1
501,0.1,661.559470284857,713.4069397980455,1
502,0.1,666.7027537793302,718.5510796908367,1
503,0.1,671.8663210302691,723.715208526553,1
504,0.1,677.0498508250391,728.8993239897521,1
505,0.1,682.253671688115,734.103426038402,1
506,0.1,687.4771861942914,739.3275101214615,1
507,0.1,692.7208749283385,744.5715850647086,1
508,0.1,697.9846717700981,749.8356470517396,1
509,0.1,703.2686748590705,755.1196991882699,1
510,0.1,708.5723068343887,760.4237404253423,1
511,0.1,708.8853530372944,765.7477693718447,1
512,0.1,709.1983995416604,771.0917846835899,1
513,0.1,724.604119440328,776.4557824247617,1
514,0.1,724.977151468037,781.8397698549732,1
515,0.1,735.3922429864484,787.2437442756266,1
516,0.1,740.8162829692491,792.667708085973,1
517,0.1,746.2603867066466,798.1116626381288,1
518,0.1,746.7134083335819,803.5756059630406,1
519,0.1,757.2088032849471,809.0595370492463,1
520,0.1,762.7130141447435,814.5634580219325,1
521,0.1,768.2372736222695,820.08737025738,1
522,0.1,773.781835991072,825.6312736580107,1
523,0.1,779.3458309230075,831.1951597140769,1
524,0.1,784.9303178831053,836.7790365155201,1
525,0.1,790.5345545335983,842.3828963326778,1
526,0.1,796.1589689085346,848.0067474846423,1
527,0.1,801.8033981774889,853.6505906069063,1
528,0.1,807.4679049470855,859.314425527096,1
529,0.1,813.1523921296098,864.9982523913799,1
530,0.1,818.8568567798791,870.7020712741413,1
531,0.1,824.5813971625372,876.4258822310603,1
532,0.1,830.3260720677587,882.1696853876623,1
533,0.1,836.0906059473242,887.9334731971413,1
534,0.1,841.875160984399,893.7172545163683,1
535,0.1,847.6797953560252,899.5210283007249,1
536,0.1,853.5044532902939,905.3447946607139,1
537,0.1,859.3491341911204,911.1885536872362,1
538,0.1,865.213837475323,917.0523054698468,1
539,0.1,871.0985625723238,922.9360500967783,1
540,0.1,877.0033008648753,928.8397876549633,1
541,0.1,877.916248027787,934.7635169471137,1
542,0.1,878.8291956519828,940.7072373944245,1
543,0.1,894.837656604509,946.6709475574846,1
544,0.1,900.8224796495508,952.654650221493,1
545,0.1,906.8275817660344,958.6583463721178,1
546,0.1,912.8522654364948,964.6820249344594,1
547,0.1,918.8970249746269,970.72569217466,1
548,0.1,924.9619023563174,976.7893536362701,1
549,0.1,931.0468903160483,982.8730076547968,1
550,0.1,937.1517012943483,988.9766529944994,1
551,0.1,943.2766174383329,995.1002913129313,1
552,0.1,949.4215529964545,1001.2439236022161,1
553,0.1,955.5865087675016,1007.4075498486087,1
554,0.1,961.771473828992,1013.5911691090128,1
555,0.1,967.9764521561693,1019.7947815450447,1
556,0.1,969.1893244615471,1026.0183872381158,1
557,0.1,980.4465365207939,1032.26198566529,1
558,0.1,986.711509612767,1038.5255762932288,1
559,0.1,992.9964867227853,1044.8091604513643,1
560,0.1,999.3016230035473,1051.1127382881018,1
561,0.1,1005.626613316289,1057.4363058051717,1
562,0.1,1011.9717149768596,1063.7798672667911,1
563,0.1,1013.3245409995116,1070.143421466437,1
564,0.1,1014.6773676484567,1076.5269678940504,1
565,0.1,1031.1268334501297,1082.9305057922013,1
566,0.1,1037.55192377503,1089.3540386946936,1
567,0.1,1043.9970240603523,1095.7975664744058,1
568,0.1,1050.4623082172136,1102.2610891897077,1
569,0.1,1056.9472663199206,1108.7446043059374,1
570,0.1,1063.4524313879642,1115.2481138019334,1
